lobby_institutionnel,vitrine,alias_observe,contenu_url,date_publication,nombre_de_vues,statut_collaboration,nom_influenceur,plateforme,alias_influenceur,nombre_abonnes,type_de_createur,canal_de_detection,degre_de_certitude,verifie_par_humain,titre_du_contenu
,Mon Boucher est un Artiste,,https://www.facebook.com/2324372424475370,2026-08-27,,recent,Mon Boucher est un Artiste,Instagram,,,,publicite payee,lien commercial documente,non,"Parfois, les meilleures recettes sont aussi les plus simples. 👌  De belles côtelettes d'agneau, un filet d'huile d'olive"
,camilaselection,,https://www.facebook.com/272194575971241,2026-08-27,,recent,@koyaothai.fr,Instagram,,,,publicite payee,lien commercial documente,non,J’ai trouvé un tout nouveau restaurant de street food thaïlandaise à côté de Genève 🇹🇭🔥  Bienvenue chez @koyaothai.fr ! 
,EPICU Vannes,,https://www.facebook.com/895245863668610,2026-08-27,,recent,@domaineduliziec_mgalleryvannes,Instagram,,,,publicite payee,lien commercial documente,non,🎁 CONCOURS 100€ AVEC LA BRASSERIE DES JARDINS  Tente de gagner un Menu pour 2 personnes à la Brasserie des Jardins du @d
,The butcher,,https://www.facebook.com/1099707533224240,2026-08-27,,recent,Ile de France,Instagram,,,autre,publicite payee,lien commercial documente,oui,"Que ce soit pour un dîner improvisé, un repas en famille ou un barbecue entre amis, il y a toujours une bonne raison de "
,Coach SOSO,,https://www.facebook.com/432411203294658,2026-08-27,,recent,@soso_pertedepoids,Instagram,,,,publicite payee,lien commercial documente,non,💬 Commente « 1800 » et je t’envoie gratuitement une semaine complète de recettes à 1800 calories/jour + la liste de cour
,La Maison - Les Restaurants Nicolas Pierre,,https://www.facebook.com/103087059359355,2026-08-27,,recent,@lamaison.thionville,Instagram,,,,publicite payee,lien commercial documente,non,"☀️ Pour finir la semaine, on mise sur un grand classique !  Notre traditionnel tartare de bœuf Charolais coupé au coutea"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-cool dramas,,https://www.facebook.com/835940332942003,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Ethyl Bednar,,https://www.facebook.com/1024950784023895,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-dramatic shorts,,https://www.facebook.com/907781969076042,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv-dramatic shorts,,https://www.facebook.com/907781969076042,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv bingo drama,,https://www.facebook.com/974925299029250,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv bingo drama,,https://www.facebook.com/974925299029250,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Ethyl Bednar,,https://www.facebook.com/1024950784023895,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Ethyl Bednar,,https://www.facebook.com/1024950784023895,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Stardusttv bingo drama,,https://www.facebook.com/974925299029250,2026-08-27,,recent,Sur le Champ 🌻,Instagram,,,,publicite payee,lien commercial documente,non,"La riche héritière Jade dissimule sa véritable identité par amour pour épouser Léon, un homme d'origine modeste. Mais le"
,Entraide Cholestérol,,https://www.facebook.com/1199088843290236,2026-08-16,,recent,p h i l i p p e,Instagram,,,autre,publicite payee,lien commercial documente,oui,"Mon mari était l'un des plus grands cardiologues de France. Son cœur l'a tué en septembre dernier, pendant qu'il faisait"
,Entraide Cholestérol,,https://www.facebook.com/1199088843290236,2026-08-16,,recent,Bertrand,Instagram,,,chef ou restaurateur,publicite payee,lien commercial documente,oui,"Mon mari était l'un des plus grands cardiologues de France. Son cœur l'a tué en septembre dernier, pendant qu'il faisait"
,Entraide Cholestérol,,https://www.facebook.com/1199088843290236,2026-08-16,,recent,p h i l i p p e,Instagram,,,autre,publicite payee,lien commercial documente,oui,"Mon mari était l'un des plus grands cardiologues de France. Son cœur l'a tué en septembre dernier, pendant qu'il faisait"
,Entraide Cholestérol,,https://www.facebook.com/1199088843290236,2026-08-16,,recent,Bertrand,Instagram,,,chef ou restaurateur,publicite payee,lien commercial documente,oui,"Mon mari était l'un des plus grands cardiologues de France. Son cœur l'a tué en septembre dernier, pendant qu'il faisait"
,Entraide Cholestérol,,https://www.facebook.com/1199088843290236,2026-08-16,,recent,p h i l i p p e,Instagram,,,autre,publicite payee,lien commercial documente,oui,"Mon mari était l'un des plus grands cardiologues de France. Son cœur l'a tué en septembre dernier, pendant qu'il faisait"
,Entraide Cholestérol,,https://www.facebook.com/1199088843290236,2026-08-16,,recent,Bertrand,Instagram,,,chef ou restaurateur,publicite payee,lien commercial documente,oui,"Mon mari était l'un des plus grands cardiologues de France. Son cœur l'a tué en septembre dernier, pendant qu'il faisait"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-08-04,,recent,Aimez la viande,Facebook,,,,publicite payee,lien commercial documente,non,"Loïc Ballet poursuit son voyage au cœur de la filière en partant à la rencontre de Joannes Richard, champion du monde de"
,Toyota France,,https://www.facebook.com/119431368114185,2026-07-27,,recent,@restaurantlecellier68,Instagram,,,,publicite payee,lien commercial documente,non,"Publicité I Pour les trajets courts, privilégiez la marche ou le vélo. #SeDéplacerMoinsPolluer  Premier arrêt de ce Tour"
,Thérapies de Mamie,,https://www.facebook.com/489825184222448,2026-06-26,,recent,Isabelle,Instagram,,,,publicite payee,lien commercial documente,non,Ma sœur jumelle et moi avons toutes les deux reçu un diagnostic de jambes gonflées au cours du même été.  Elle a pris le
,Roule Ma Poule ,,https://www.facebook.com/772759045924619,2026-06-26,,recent,De Neuville,Facebook,,,,publicite payee,lien commercial documente,non,☀️ Enfin ! La canicule est derrière nous... et quel plaisir de retrouver des températures agréables ! C'est le moment id
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-06-01,,recent,Aimez la viande,Facebook,,,,publicite payee,lien commercial documente,non,"Des cantines scolaires qui servent du bœuf français issu de leur territoire, c’est possible, il suffit de la jouer colle"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-06-01,,recent,L’Amour Bœuf,Facebook,,,autre,publicite payee,lien commercial documente,oui,"Des cantines scolaires qui servent du bœuf français issu de leur territoire, c’est possible, il suffit de la jouer colle"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-06-01,,recent,Aimez la viande,Instagram,,,,publicite payee,lien commercial documente,non,"Des cantines scolaires qui servent du bœuf français issu de leur territoire, c’est possible, il suffit de la jouer colle"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-06-01,,recent,L’Amour Bœuf,Instagram,,,autre,publicite payee,lien commercial documente,oui,"Des cantines scolaires qui servent du bœuf français issu de leur territoire, c’est possible, il suffit de la jouer colle"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-04-29,,recent,Aimez la viande,Instagram,,,,publicite payee,lien commercial documente,non,"L’aventure continue en Bretagne avec Loïc Ballet, au cœur de la famille Fantou.  C’est ici, en baie du Mont-Saint-Michel"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-03-27,,recent,L’Amour Bœuf,Facebook,,,autre,publicite payee,lien commercial documente,oui,"Pour les lovers qui aiment sortir des classiques ! ❤️  Le bœuf aussi sait se réinventer. Ici, on le twiste avec un filet"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-03-27,,recent,L’Amour Bœuf,Instagram,,,autre,publicite payee,lien commercial documente,oui,"Pour les lovers qui aiment sortir des classiques ! ❤️  Le bœuf aussi sait se réinventer. Ici, on le twiste avec un filet"
,"Cairanne, Cru des Côtes du Rhône",,https://www.facebook.com/335154513359008,2026-03-12,,recent,@coteauxetfourchettes,Instagram,,,,publicite payee,lien commercial documente,non,"Et si on découvrait l’AOC Cairanne à travers d’autres regards ?🎙️  Pour célébrer les 10 ans de l’AOC, nous lançons la sa"
,"Cairanne, Cru des Côtes du Rhône",,https://www.facebook.com/335154513359008,2026-03-12,,recent,@caveauducairanne,Instagram,,,,publicite payee,lien commercial documente,non,"Et si on découvrait l’AOC Cairanne à travers d’autres regards ?🎙️  Pour célébrer les 10 ans de l’AOC, nous lançons la sa"
,Bleu-Blanc-Coeur,,https://www.facebook.com/113205478695478,2026-02-24,,recent,Produits Laitiers,Facebook,,,,publicite payee,lien commercial documente,non,"Le Salon de l'Agriculture, c'est pour nous l'occasion de faire découvrir la grande diversité de produits Bleu-Blanc-Coeu"
,Bleu-Blanc-Coeur,,https://www.facebook.com/113205478695478,2026-02-24,,recent,@salondelagriculture,Instagram,,,,publicite payee,lien commercial documente,non,"Le @salondelagriculture, c'est pour nous l'occasion de faire découvrir la grande diversité de produits @bleublanccoeur d"
,Bleu-Blanc-Coeur,,https://www.facebook.com/113205478695478,2026-02-24,,recent,Produits Laitiers,Instagram,,,,publicite payee,lien commercial documente,non,"Le @salondelagriculture, c'est pour nous l'occasion de faire découvrir la grande diversité de produits @bleublanccoeur d"
,Les Produits de Nouvelle-Aquitaine,,https://www.facebook.com/216131611811737,2026-02-20,,recent,Jeunes Agriculteurs,Instagram,,,,publicite payee,lien commercial documente,non,"📍 Cap sur le Salon International de l’Agriculture 2026  Derrière chaque produit, il y a des femmes et des hommes engagés"
,Les Produits de Nouvelle-Aquitaine,,https://www.facebook.com/216131611811737,2026-02-20,,recent,Salon International de l'Agriculture,Instagram,,,autre,publicite payee,lien commercial documente,oui,"📍 Cap sur le Salon International de l’Agriculture 2026  Derrière chaque produit, il y a des femmes et des hommes engagés"
,Concours Général Agricole,,https://www.facebook.com/183993571637118,2025-12-10,,recent,Concours Général Agricole,Instagram,,,,publicite payee,lien commercial documente,non, Concours Général Agricole (@concours_general_agricole) • Instagram photos and videos | Concours Général Agricole (@
,Concours Général Agricole,,https://www.facebook.com/183993571637118,2025-12-10,,recent,Concours Général Agricole,Facebook,,,,publicite payee,lien commercial documente,non,"✨ Fiers de nos producteurs, fiers de nos terroirs ! ✨  Cette année, le Concours Général Agricole s’associe au réseau Bie"
,AJC Paris,,https://www.facebook.com/543966612290222,2022-04-14,,ancien,@Yonathan_Arfi.,Instagram,,,,publicite payee,lien commercial documente,non,"Dans cet entre-deux tours de l’élection Présidentielle 2022, nous consacrons notre « 3questionsà » à l’irruption dans le"
,Mediapart,,https://www.facebook.com/116070051527,2021-11-01,,ancien,p h i l i p p e,Instagram,,,autre,publicite payee,lien commercial documente,oui,[À L'AIR LIBRE] [BESTOF] Un vent nauséabond souffle sur la campagne présidentielle. C'est un fait. Alors à « À l’air lib
,Mediapart,,https://www.facebook.com/116070051527,2021-11-01,,ancien,p h i l i p p e,Instagram,,,autre,publicite payee,lien commercial documente,oui,[À L'AIR LIBRE] [BESTOF] Un vent nauséabond souffle sur la campagne présidentielle. C'est un fait. Alors à « À l’air lib
,Mediapart,,https://www.facebook.com/116070051527,2021-11-01,,ancien,p h i l i p p e,Instagram,,,autre,publicite payee,lien commercial documente,oui,[À L'AIR LIBRE] [BESTOF] Un vent nauséabond souffle sur la campagne présidentielle. C'est un fait. Alors à « À l’air lib
,Mediapart,,https://www.facebook.com/116070051527,2021-10-25,,ancien,p h i l i p p e,Instagram,,,autre,publicite payee,lien commercial documente,oui,[À L'AIR LIBRE] [BESTOF] Un vent nauséabond souffle sur la campagne présidentielle. C'est un fait. Alors à « À l’air lib
,Mediapart,,https://www.facebook.com/116070051527,2021-10-25,,ancien,p h i l i p p e,Instagram,,,autre,publicite payee,lien commercial documente,oui,[À L'AIR LIBRE] [BESTOF] Un vent nauséabond souffle sur la campagne présidentielle. C'est un fait. Alors à « À l’air lib
,Mediapart,,https://www.facebook.com/116070051527,2021-10-26,,ancien,p h i l i p p e,Instagram,,,autre,publicite payee,lien commercial documente,oui,[À L'AIR LIBRE] [BESTOF] Un vent nauséabond souffle sur la campagne présidentielle. C'est un fait. Alors à « À l’air lib
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-05-21,,recent,Aimez la viande,Facebook,,,,publicite payee,lien commercial documente,non,"Quand le pré s’invite en cuisine ! ‍​  Cyril Lignac reçoit Hélène Doussot, éleveuse de Charolaises, pour un Blind Date 1"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-05-21,,recent,100% Terroir,Facebook,,,,publicite payee,lien commercial documente,non,"Quand le pré s’invite en cuisine ! ‍​  Cyril Lignac reçoit Hélène Doussot, éleveuse de Charolaises, pour un Blind Date 1"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-05-21,,recent,Cyril Lignac,Facebook,,,chef ou restaurateur,publicite payee,lien commercial documente,oui,"Quand le pré s’invite en cuisine ! ‍​  Cyril Lignac reçoit Hélène Doussot, éleveuse de Charolaises, pour un Blind Date 1"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-05-21,,recent,@cyrillignac,Instagram,,,chef ou restaurateur,publicite payee,lien commercial documente,oui,"Quand le pré s’invite en cuisine ! ‍​  @cyrillignac reçoit @helene.agri71, éleveuse de Charolaises, pour un Blind Date 1"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-05-21,,recent,@helene.agri71,Instagram,,,,publicite payee,lien commercial documente,non,"Quand le pré s’invite en cuisine ! ‍​  @cyrillignac reçoit @helene.agri71, éleveuse de Charolaises, pour un Blind Date 1"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-05-21,,recent,100% Terroir,Instagram,,,,publicite payee,lien commercial documente,non,"Quand le pré s’invite en cuisine ! ‍​  @cyrillignac reçoit @helene.agri71, éleveuse de Charolaises, pour un Blind Date 1"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-03-19,,recent,@florentmanaudou,Instagram,,,,publicite payee,lien commercial documente,non,"Aujourd’hui je cuisine avec @florentmanaudou 🔥 Blind date en cuisine, brochettes de bœuf français teriyaki à 4 mains : s"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-03-19,,recent,@lamourboeuf,Instagram,,,,publicite payee,lien commercial documente,non,"Aujourd’hui je cuisine avec @florentmanaudou 🔥 Blind date en cuisine, brochettes de bœuf français teriyaki à 4 mains : s"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-03-19,,recent,Aimez la viande,Instagram,,,,publicite payee,lien commercial documente,non,"Aujourd’hui je cuisine avec @florentmanaudou 🔥 Blind date en cuisine, brochettes de bœuf français teriyaki à 4 mains : s"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-03-19,,recent,L’Amour Bœuf,Instagram,,,autre,publicite payee,lien commercial documente,oui,"Aujourd’hui je cuisine avec @florentmanaudou 🔥 Blind date en cuisine, brochettes de bœuf français teriyaki à 4 mains : s"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-03-19,,recent,@florentmanaudou,Facebook,,,,publicite payee,lien commercial documente,non,"Aujourd’hui je cuisine avec @florentmanaudou 🔥 Blind date en cuisine, brochettes de bœuf français teriyaki à 4 mains : s"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-03-19,,recent,@lamourboeuf,Facebook,,,,publicite payee,lien commercial documente,non,"Aujourd’hui je cuisine avec @florentmanaudou 🔥 Blind date en cuisine, brochettes de bœuf français teriyaki à 4 mains : s"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-03-19,,recent,Aimez la viande,Facebook,,,,publicite payee,lien commercial documente,non,"Aujourd’hui je cuisine avec @florentmanaudou 🔥 Blind date en cuisine, brochettes de bœuf français teriyaki à 4 mains : s"
,L'Amour Bœuf,,https://www.facebook.com/107577128199985,2026-03-19,,recent,L’Amour Bœuf,Facebook,,,autre,publicite payee,lien commercial documente,oui,"Aujourd’hui je cuisine avec @florentmanaudou 🔥 Blind date en cuisine, brochettes de bœuf français teriyaki à 4 mains : s"
,Aimez la viande,,https://www.facebook.com/385265528247758,2026-03-01,,recent,Equipe de France,Instagram,,,,publicite payee,lien commercial documente,non,🏆 𝗟𝗘𝗦 𝗖𝗛𝗔𝗠𝗣𝗜𝗢𝗡𝗦 𝗗𝗨 𝗠𝗢𝗡𝗗𝗘 𝗗𝗘 𝗕𝗢𝗨𝗖𝗛𝗘𝗥𝗜𝗘 𝗙𝗢𝗡𝗧 𝗟𝗘𝗨𝗥 𝗦𝗛𝗢𝗪 !  Sacrée Championne du Monde lors du 𝗪𝗼𝗿𝗹𝗱 𝗕𝘂𝘁𝗰𝗵𝗲𝗿𝘀’ 𝗖𝗵𝗮𝗹𝗹𝗲𝗻𝗴𝗲 𝟮𝟬𝟮
