pseudo_commun,contenus_commerciaux_tiktok,labels_tiktok,channel_id,titre_youtube,pseudo_youtube,abonnes_youtube,videos,pays_declare,url,rattachement,releve_le
simplementlaura,1,Paid Partnership,UCuwy9--W1OcvDYPTcTP2C-g,Simplementlaura,@simplementlaura,2,0,,https://www.youtube.com/channel/UCuwy9--W1OcvDYPTcTP2C-g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
iyasuglory,1,Paid Partnership,UCWFUagUqkE4laB6phdXi6kA,iyasu glory ,@iyasuglory,2,2,,https://www.youtube.com/channel/UCWFUagUqkE4laB6phdXi6kA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
fleurfratacci,21,Paid Partnership,UCS9W2TRoMkWE3ZHpblrH-HQ,fleur Fratacci,@fleurfratacci,1,0,,https://www.youtube.com/channel/UCS9W2TRoMkWE3ZHpblrH-HQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
leanemarts,10,Paid Partnership,UCUyjdgKU34w6MPBbJj1n3lg,Welcome,@leanemarts,1,0,,https://www.youtube.com/channel/UCUyjdgKU34w6MPBbJj1n3lg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mailysbilir,9,Paid Partnership,UCZIgH7gNJb5N74wVqhW0DEQ,MailysBilir,@mailysbilir,1,0,,https://www.youtube.com/channel/UCZIgH7gNJb5N74wVqhW0DEQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
oceandreaa,7,Paid Partnership,UCjQF6ICd3qDSM1_50vfqqWw,Andrea ,@oceandreaa,1,0,,https://www.youtube.com/channel/UCjQF6ICd3qDSM1_50vfqqWw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
pitch_addict,7,Paid Partnership,UCUi2UG-nlIt_Bpr5yLzh7KQ,PITCH_ADDIKT,@pitch_addict,1,1,,https://www.youtube.com/channel/UCUi2UG-nlIt_Bpr5yLzh7KQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
pseudo2ouf,7,Paid Partnership,UCxlkeMYkYV4wvqmefD0pKuQ,Pseudo2ouf,@pseudo2ouf,1,0,,https://www.youtube.com/channel/UCxlkeMYkYV4wvqmefD0pKuQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
camlv,6,Paid Partnership,UCDYfYYNxbIH6_rMXG4Ghv7w,Camille Lévi,@camlv,1,0,,https://www.youtube.com/channel/UCDYfYYNxbIH6_rMXG4Ghv7w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
noemiepino,5,Paid Partnership,UCvIZ79ZrYTBWZ9uLNa_WbQQ,Noémie Pino,@noemiepino,1,0,,https://www.youtube.com/channel/UCvIZ79ZrYTBWZ9uLNa_WbQQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
oliviergiroud,5,Paid Partnership,UCXSxDYMGk9Db07t17XiERrQ,OlivierGiroud,@oliviergiroud,1,0,,https://www.youtube.com/channel/UCXSxDYMGk9Db07t17XiERrQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mira_.liyana,5,Paid Partnership,UCCM3Bf7UgI4IhPwBB7OgbzQ,Marine 🌹,@mira_.liyana,1,1,,https://www.youtube.com/channel/UCCM3Bf7UgI4IhPwBB7OgbzQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
juliencohen_piano,4,Paid Partnership,UCMHkoxfVDSIB1a-qN6L5T2w,Julien-- Cohen ,@juliencohen_piano,1,1,,https://www.youtube.com/channel/UCMHkoxfVDSIB1a-qN6L5T2w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
micke_geek,4,Paid Partnership | Promotional Content,UC8wccDOTUnBSEWPI9ndaI-Q,micke_geek,@micke_geek,1,2,,https://www.youtube.com/channel/UC8wccDOTUnBSEWPI9ndaI-Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mariebarrault,4,Paid Partnership,UCOqkW08mTW9XQGUQq7Grtmw,Marie Barrault,@mariebarrault,1,0,,https://www.youtube.com/channel/UCOqkW08mTW9XQGUQq7Grtmw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
comics7591,4,Promotional Content,UC7723H2_G0G-m7gjMNk8VZw,Механик Comics,@comics7591,1,0,,https://www.youtube.com/channel/UC7723H2_G0G-m7gjMNk8VZw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
leodeep,4,Paid Partnership,UCbyh-QWBHkfMv1H325hIC2w,leodeep,@leodeep,1,6,,https://www.youtube.com/channel/UCbyh-QWBHkfMv1H325hIC2w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
positive_billionaire,4,Paid Partnership,UC3smfLHBXbqeaOD6YLrmndA,تحفيز l افكار l تطوير .,@positive_billionaire,1,3,,https://www.youtube.com/channel/UC3smfLHBXbqeaOD6YLrmndA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
airfryercookk,4,Paid Partnership,UCLZcWChIFZ20inHL0jEt1Sg,Airfryercookk ,@airfryercookk,1,6,,https://www.youtube.com/channel/UCLZcWChIFZ20inHL0jEt1Sg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
skenito,4,Paid Partnership,UCV4LRSaaGT3toqjgDRZ5sIw,skenito,@skenito,1,2,,https://www.youtube.com/channel/UCV4LRSaaGT3toqjgDRZ5sIw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mind7first,4,Paid Partnership,UCe9UsUOobNkBQnh47_Z_QSA,Nailla mall,@mind7first,1,2,,https://www.youtube.com/channel/UCe9UsUOobNkBQnh47_Z_QSA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
luttilutti,4,Paid Partnership,UCi4Lu55YCdr2lL6NVVJNN4w,Lutti Lutti,@luttilutti,1,0,,https://www.youtube.com/channel/UCi4Lu55YCdr2lL6NVVJNN4w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
laprofdesreseauux,3,Paid Partnership,UC5hQc7RQppdIP0bY_XVrtaw,laprofdesreseauux,@laprofdesreseauux,1,0,,https://www.youtube.com/channel/UC5hQc7RQppdIP0bY_XVrtaw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
jeuxolympiques,3,Paid Partnership,UCtD9AkybUBMScZ_-t5BMHOQ,jeuxolympiques,@jeuxolympiques,1,0,,https://www.youtube.com/channel/UCtD9AkybUBMScZ_-t5BMHOQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
hassane1251,3,Paid Partnership | Promotional Content,UCFqkfGoWanPc-FbFBnI4juQ,hassane 12,@hassane1251,1,0,,https://www.youtube.com/channel/UCFqkfGoWanPc-FbFBnI4juQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
the_movieg0er,3,Paid Partnership,UCputDiOnM6Dgz2DAKJih-BQ,The Moviegoer,@the_movieg0er,1,1,,https://www.youtube.com/channel/UCputDiOnM6Dgz2DAKJih-BQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
audreyarnod,2,Paid Partnership,UCetSopmWEo6epa5Lzwo6VVw,𝗔𝘂𝗱𝗿𝗲𝘆 ★,@audreyarnod,1,0,,https://www.youtube.com/channel/UCetSopmWEo6epa5Lzwo6VVw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
acrobapt,2,Paid Partnership,UC5n2bqpl85a4o5RzkS7vN4A,AcroBapt,@acrobapt,1,8,,https://www.youtube.com/channel/UC5n2bqpl85a4o5RzkS7vN4A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
antoine_astuces,2,Paid Partnership,UCOt6p7YEKxuJrmrpWWShLgA,antoine_astuces,@antoine_astuces,1,2,,https://www.youtube.com/channel/UCOt6p7YEKxuJrmrpWWShLgA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
juliaaapns,2,Paid Partnership,UCpZHkG9_Lh707SB2Wl_6xLw,julia pns,@juliaaapns,1,0,,https://www.youtube.com/channel/UCpZHkG9_Lh707SB2Wl_6xLw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
shessokiki,2,Paid Partnership,UCb-30AUoqjZbgiNtN_oeuIw,Outfit Ideas,@shessokiki,1,0,,https://www.youtube.com/channel/UCb-30AUoqjZbgiNtN_oeuIw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lolamrc,2,Paid Partnership,UCmAp07pqk4mR3iBiXfc9wAA,lola's diaries,@lolamrc,1,0,,https://www.youtube.com/channel/UCmAp07pqk4mR3iBiXfc9wAA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
kelinuess,2,Paid Partnership,UCKxwKs5-daaQrvqg18aIaHw,Mario Augusto,@kelinuess,1,0,,https://www.youtube.com/channel/UCKxwKs5-daaQrvqg18aIaHw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
cossi_tiktok,2,Paid Partnership,UCcvWceu3nxEsgFcqJisxZBA,Cossi,@cossi_tiktok,1,2,,https://www.youtube.com/channel/UCcvWceu3nxEsgFcqJisxZBA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
picassiete,2,Paid Partnership,UC5_14SWZ5y1YArqPGWjGHWA,picassiete,@picassiete,1,12,,https://www.youtube.com/channel/UC5_14SWZ5y1YArqPGWjGHWA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
luciekrz30,2,Paid Partnership,UCz5L7tzbI-u5tXXegrA33Sw,luciekrz30,@luciekrz30,1,0,,https://www.youtube.com/channel/UCz5L7tzbI-u5tXXegrA33Sw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
zeuslegendoff,2,Paid Partnership,UCHczISisESxrN5afM2fEkLQ,zeuslegendoff,@zeuslegendoff,1,11,,https://www.youtube.com/channel/UCHczISisESxrN5afM2fEkLQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
wil_0024,2,Paid Partnership,UCNOD5GnCb4kBOiuU0PuCJ3w,wil,@wil_0024,1,0,,https://www.youtube.com/channel/UCNOD5GnCb4kBOiuU0PuCJ3w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
alborodan,2,Paid Partnership,UCVmaxfLmYDSILlYGvi2xEmQ,Dan Rodriguez,@alborodan,1,0,,https://www.youtube.com/channel/UCVmaxfLmYDSILlYGvi2xEmQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
margauxmrtt,2,Paid Partnership,UCG2TrT9GumnS7p65gnBq5yw,margauxmrtt,@margauxmrtt,1,0,,https://www.youtube.com/channel/UCG2TrT9GumnS7p65gnBq5yw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
ben06g,2,Promotional Content,UCNgUZPG2brD5GC85HnH3q8Q,Ben G Saures,@ben06g,1,1,,https://www.youtube.com/channel/UCNgUZPG2brD5GC85HnH3q8Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mhdfootball12,2,Promotional Content,UCchYKzV50uVG5p2ZtKGzZEw,MHD FOOTBALL ,@mhdfootball12,1,0,,https://www.youtube.com/channel/UCchYKzV50uVG5p2ZtKGzZEw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
le_peigne_de_vivi,1,Promotional Content,UC3zWwhNkGs5uoJdRse3q0JA,le_peigne_de_vivi,@le_peigne_de_vivi,1,14,,https://www.youtube.com/channel/UC3zWwhNkGs5uoJdRse3q0JA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
construction_1933,1,Paid Partnership,UC_yY_FOnYgaySQImZleMC-w,construction 1933,@construction_1933,1,9,,https://www.youtube.com/channel/UC_yY_FOnYgaySQImZleMC-w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mini.bear___,1,Paid Partnership,UC7NIWFjsbx16uJvmdjSBfQA,mini.bear___,@mini.bear___,1,0,,https://www.youtube.com/channel/UC7NIWFjsbx16uJvmdjSBfQA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
quizmaniaes,1,Paid Partnership,UC06g_fX5maDzh64JV0iKcXw,QuizManiaEs,@quizmaniaes,1,1,,https://www.youtube.com/channel/UC06g_fX5maDzh64JV0iKcXw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
nelsonlouis,1,Paid Partnership,UC_HeGTKHOBu5HqH5H_XNNbg,nellie “nellie”,@nelsonlouis,1,0,,https://www.youtube.com/channel/UC_HeGTKHOBu5HqH5H_XNNbg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
knlst,1,Paid Partnership,UCvQFy6PffKvLaXj-lu3m8Ig,knlst,@knlst,1,0,,https://www.youtube.com/channel/UCvQFy6PffKvLaXj-lu3m8Ig,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sanouk21,1,Paid Partnership,UCg4Zn8-wQvMQcVmVdoRLsSQ,Sanouk21,@sanouk21,1,0,,https://www.youtube.com/channel/UCg4Zn8-wQvMQcVmVdoRLsSQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
nazarin74,1,Promotional Content,UCAztEFJLrenonbuG2EHs3Zw,Nazarin Debbarma,@nazarin74,1,0,,https://www.youtube.com/channel/UCAztEFJLrenonbuG2EHs3Zw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
senscritique,1,Paid Partnership,UCMRgXuu2O5Kv0KcdIpgJ_kQ,Sens Critique,@senscritique,1,0,,https://www.youtube.com/channel/UCMRgXuu2O5Kv0KcdIpgJ_kQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sandrasportsante,1,Paid Partnership,UCKZS2hq2B4KnBRtGkBeYoUg,Sandrasportsante,@sandrasportsante,1,0,,https://www.youtube.com/channel/UCKZS2hq2B4KnBRtGkBeYoUg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
enzopaper,1,Paid Partnership,UCMPvV4DKy4m1ZBTeShi06QA,Enzo Paper,@enzopaper,1,1,,https://www.youtube.com/channel/UCMPvV4DKy4m1ZBTeShi06QA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
laliethom,1,Paid Partnership,UC52mK19L7AkbqT-HD6yOKYA,Alizé & Thomas ,@laliethom,1,0,,https://www.youtube.com/channel/UC52mK19L7AkbqT-HD6yOKYA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mnlhere,1,Paid Partnership,UCvNZpxoV3TRi50uhIM96GHQ,mnlhere,@mnlhere,1,0,,https://www.youtube.com/channel/UCvNZpxoV3TRi50uhIM96GHQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
leilaabdessalem,1,Promotional Content,UCt2FQCyYWdgWUPKXxu8hqYg,Leila Abdessalem,@leilaabdessalem,1,0,,https://www.youtube.com/channel/UCt2FQCyYWdgWUPKXxu8hqYg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
chouchoutteee,1,Paid Partnership,UCCYTD6LBenVK6NRMBEf1EaQ,chouchoutteee,@chouchoutteee,1,0,,https://www.youtube.com/channel/UCCYTD6LBenVK6NRMBEf1EaQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
soyjesussalazarhumor,1,Paid Partnership,UCqmM9bVil4greL2G42zNBvQ,soyjesussalazarhumor,@soyjesussalazarhumor,1,0,,https://www.youtube.com/channel/UCqmM9bVil4greL2G42zNBvQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
frannfyne,1,Paid Partnership,UCB6VYWLfl1e-lsxWMjdhsMA,Franny,@frannfyne,1,1,,https://www.youtube.com/channel/UCB6VYWLfl1e-lsxWMjdhsMA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
elmohamedgampene,1,Paid Partnership,UCgSx75uMxgwJIAVGKtYVAYg,El Mohamed GAMPENE,@elmohamedgampene,1,0,,https://www.youtube.com/channel/UCgSx75uMxgwJIAVGKtYVAYg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
jadorelle,1,Paid Partnership,UCftcRcJHeAmF1SjbxLuGE4A,Jadorelle,@jadorelle,1,0,,https://www.youtube.com/channel/UCftcRcJHeAmF1SjbxLuGE4A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
gkmnelly,1,Promotional Content,UCnuckvZX8vjRQXHBA0oNsog,GKM NELLY,@gkmnelly,1,1,,https://www.youtube.com/channel/UCnuckvZX8vjRQXHBA0oNsog,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
atiq64,1,Promotional Content,UCkiToismZcNZWnXpAt_ZnxQ,atiqur Rahman s,@atiq64,1,0,IN,https://www.youtube.com/channel/UCkiToismZcNZWnXpAt_ZnxQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
abdoutvpro,1,Promotional Content,UCP9O7xjcn9z5g_WwLhHVMwA,Abdou tv pro,@abdoutvpro,1,0,,https://www.youtube.com/channel/UCP9O7xjcn9z5g_WwLhHVMwA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
dream_baabyy,1,Paid Partnership,UCSl4nJbpICIwhieC5xis_kg,Dream Baabyy,@dream_baabyy,1,0,,https://www.youtube.com/channel/UCSl4nJbpICIwhieC5xis_kg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
homeworkout38,1,Promotional Content,UCjxiO7i04oivk_9culweC_A,Home workout,@homeworkout38,1,0,,https://www.youtube.com/channel/UCjxiO7i04oivk_9culweC_A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
majeparis,1,Paid Partnership,UCtCIN8aH-qk01cTeSUwdHfQ,MAJEPARIS,@majeparis,1,2,,https://www.youtube.com/channel/UCtCIN8aH-qk01cTeSUwdHfQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
laureenasmr,1,Paid Partnership,UCMJpQnVpsiuMh8nj3hCDRSg,Laureen Asmr,@laureenasmr,1,1,,https://www.youtube.com/channel/UCMJpQnVpsiuMh8nj3hCDRSg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
razoukette,1,Paid Partnership,UCpZzJFLhKuMORBY06FBmLLA,Elodie Librizzi,@razoukette,1,0,,https://www.youtube.com/channel/UCpZzJFLhKuMORBY06FBmLLA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
fitconproposito,1,Paid Partnership,UCQD20-oFxdviXfeuDxPx15A,Fitconproposito,@fitconproposito,1,57,,https://www.youtube.com/channel/UCQD20-oFxdviXfeuDxPx15A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
tibox59,1,Paid Partnership,UC254IEtNh0EN1KI24EwfknQ,tibox59,@tibox59,1,22,,https://www.youtube.com/channel/UC254IEtNh0EN1KI24EwfknQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
yvonne1831,1,Paid Partnership,UCaqJirSaSVLMRTMFqaL9D-A,yvonne 18,@yvonne1831,1,1,,https://www.youtube.com/channel/UCaqJirSaSVLMRTMFqaL9D-A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
horror_devil_hell,1,Paid Partnership,UCwP2k-WuC4hPPUa_GHzcsRg,Horror_Devil_Hell,@horror_devil_hell,1,2,,https://www.youtube.com/channel/UCwP2k-WuC4hPPUa_GHzcsRg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
azizfutbol,1,Paid Partnership,UCDyqUd8-Fitjr15ICtF7lmA,AZİZ FUTBOL,@azizfutbol,1,1,,https://www.youtube.com/channel/UCDyqUd8-Fitjr15ICtF7lmA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
achra1056,74,Promotional Content,UC-CB0v0W0giYSFYGrx9yphA,معلومات مفيده,@achra1056,0,4,,https://www.youtube.com/channel/UC-CB0v0W0giYSFYGrx9yphA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
yousafzai13,44,Promotional Content,UCkYuTjPZCHHN0cvu7Mimmgg,yousafzai13,@yousafzai13,0,0,,https://www.youtube.com/channel/UCkYuTjPZCHHN0cvu7Mimmgg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
ninonrambaud,23,Paid Partnership,UC6Dx5D91ofWlm_pv7Qxgo9Q,Ninon Rambaud,@ninonrambaud,0,0,,https://www.youtube.com/channel/UC6Dx5D91ofWlm_pv7Qxgo9Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
camillembaye,21,Paid Partnership,UC4SyeiQ3r1crEPMyR3zDYRA,Camille MBAYE,@camillembaye,0,0,,https://www.youtube.com/channel/UC4SyeiQ3r1crEPMyR3zDYRA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
kynenecha,21,Paid Partnership,UC6bmPj5_NDYTP2LZit1W47Q,Kynenecha,@kynenecha,0,0,,https://www.youtube.com/channel/UC6bmPj5_NDYTP2LZit1W47Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
homebytif,20,Paid Partnership,UC6KgqqH6x2FTFgJAXmMK5qw,Home by Tif ,@homebytif,0,0,,https://www.youtube.com/channel/UC6KgqqH6x2FTFgJAXmMK5qw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
agatheduchemin,16,Paid Partnership,UCjHLbe-zVZbKP36aacbymJg,Agathe Duchemin,@agatheduchemin,0,0,,https://www.youtube.com/channel/UCjHLbe-zVZbKP36aacbymJg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
fatibratz,14,Paid Partnership,UC9Uj9lDqH5gtW_4EJWyMhTg,Fatibratz,@fatibratz,0,0,,https://www.youtube.com/channel/UC9Uj9lDqH5gtW_4EJWyMhTg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
salahelfahmi,13,Paid Partnership,UCyiWl7rw1BGrpXhNfPhzSaA,Salah Elfahmi,@salahelfahmi,0,0,,https://www.youtube.com/channel/UCyiWl7rw1BGrpXhNfPhzSaA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
chrisjoyz,13,Paid Partnership,UCWd7lwbjMQ7VVd7CcP7J8BQ,Chris Joyz,@chrisjoyz,0,0,,https://www.youtube.com/channel/UCWd7lwbjMQ7VVd7CcP7J8BQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
elisalevallois,13,Paid Partnership,UCYf_qfRLiuHNAv1Sb7MS9Mg,Elisa Levallois,@elisalevallois,0,0,,https://www.youtube.com/channel/UCYf_qfRLiuHNAv1Sb7MS9Mg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
levraipacha,12,Paid Partnership,UCJa3vZKYQFbbqHljIqOtbog,Mohamed Pacha Abdelhak,@levraipacha,0,0,,https://www.youtube.com/channel/UCJa3vZKYQFbbqHljIqOtbog,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
djouliette,12,Paid Partnership,UC1t-s93sLYtyxy0bUCcfQcQ,Juliett’,@djouliette,0,0,,https://www.youtube.com/channel/UC1t-s93sLYtyxy0bUCcfQcQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
cle_lya,11,Paid Partnership,UCVI7_3-RacAz7YhRVyGJDoA,Clelya ,@cle_lya,0,0,,https://www.youtube.com/channel/UCVI7_3-RacAz7YhRVyGJDoA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
tibotest,11,Paid Partnership,UCFVjupTseJN6ICZ7iw0Fd0w,Tibo Test,@tibotest,0,0,,https://www.youtube.com/channel/UCFVjupTseJN6ICZ7iw0Fd0w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
djanesbball,11,Paid Partnership,UCu-HgX3FVHqEWZEIIsCTsLg,Djanesbball,@djanesbball,0,0,,https://www.youtube.com/channel/UCu-HgX3FVHqEWZEIIsCTsLg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
manonshony,9,Paid Partnership,UC_gr_ImM_ZhzVoRsnBnM_Cw,Manon Shony,@manonshony,0,0,,https://www.youtube.com/channel/UC_gr_ImM_ZhzVoRsnBnM_Cw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
hevishkoo,9,Paid Partnership,UCK-gUXFCt_GvBPxspy9mMUQ,Hévishkoo,@hevishkoo,0,0,,https://www.youtube.com/channel/UCK-gUXFCt_GvBPxspy9mMUQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lucilelouis,9,Paid Partnership,UCaXFzHfAg4ONQ8PYOu-cZAQ,Lucile Louis,@lucilelouis,0,0,,https://www.youtube.com/channel/UCaXFzHfAg4ONQ8PYOu-cZAQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
ines.bellah,8,Paid Partnership,UCR4S15pRrQR7slTgQ-v9Nww,ines,@ines.bellah,0,0,,https://www.youtube.com/channel/UCR4S15pRrQR7slTgQ-v9Nww,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
adrientruong,8,Paid Partnership,UCXeLoDomqvhf5LvjF06AzNQ,Adrien Truong,@adrientruong,0,0,,https://www.youtube.com/channel/UCXeLoDomqvhf5LvjF06AzNQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
simonemedia,8,Paid Partnership,UCYcBi2xaZSrM-PP29__6Rjg,Simone Media,@simonemedia,0,0,,https://www.youtube.com/channel/UCYcBi2xaZSrM-PP29__6Rjg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
maryy0092,8,Paid Partnership | Promotional Content,UCisXSsqzcxKBlRkE8UNR-RQ,Maryy 009,@maryy0092,0,0,,https://www.youtube.com/channel/UCisXSsqzcxKBlRkE8UNR-RQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
wendyswan,7,Paid Partnership,UCKFSJ0yV_YTSmTZ_3v8yj0Q,Wendy Swan,@wendyswan,0,0,,https://www.youtube.com/channel/UCKFSJ0yV_YTSmTZ_3v8yj0Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
monsuperpapa,7,Paid Partnership,UCfPJez9BPO6ObFW2SH9MhjA,Mon super papa,@monsuperpapa,0,0,,https://www.youtube.com/channel/UCfPJez9BPO6ObFW2SH9MhjA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
karinavigier,6,Paid Partnership,UCRXOLZS7j5r8MpBn5HfloqA,Karina Vigier,@karinavigier,0,0,,https://www.youtube.com/channel/UCRXOLZS7j5r8MpBn5HfloqA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
rioandco,6,Paid Partnership,UCt1wBhcKMRf9Jb5yP3A9VEg,Rio. AndCo,@rioandco,0,0,,https://www.youtube.com/channel/UCt1wBhcKMRf9Jb5yP3A9VEg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
alex7miguel,6,Paid Partnership,UCtujl0XpJloXTpWSRDWc_qA,Miguelalex CalleMorales,@alex7miguel,0,0,,https://www.youtube.com/channel/UCtujl0XpJloXTpWSRDWc_qA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
inspirewithyou,6,Promotional Content,UCMtL-MgqJvrvWql8crzKt5Q,Inspire with You,@inspirewithyou,0,0,,https://www.youtube.com/channel/UCMtL-MgqJvrvWql8crzKt5Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
shamiiina,5,Paid Partnership,UCrf-UVBAVTAw0dgznJgq0VA,shamiiinalina,@shamiiina,0,0,,https://www.youtube.com/channel/UCrf-UVBAVTAw0dgznJgq0VA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
leapst,5,Paid Partnership,UCk3mm1rGxxEN0yskXzPSZpA,𝐥𝐞𝐚 ᥫ᭡,@leapst,0,0,,https://www.youtube.com/channel/UCk3mm1rGxxEN0yskXzPSZpA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
