pseudo_commun,contenus_commerciaux_tiktok,labels_tiktok,channel_id,titre_youtube,pseudo_youtube,abonnes_youtube,videos,pays_declare,url,rattachement,releve_le
davidguetta,4,Paid Partnership,UC1l7wYrva1qCH-wgqcHaaRg,David Guetta,@davidguetta,27900000,1110,US,https://www.youtube.com/channel/UC1l7wYrva1qCH-wgqcHaaRg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
andr3w_wave,1,Paid Partnership,UCcTNZCkgOrBE_YeATCQ1LsQ,andrew_wave,@andr3w_wave,11600000,3262,LV,https://www.youtube.com/channel/UCcTNZCkgOrBE_YeATCQ1LsQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
neymarjr,1,Paid Partnership,UC5da8mf7_m2eLIlq-GUyxRw,Neymar Jr,@neymarjr,9070000,472,BR,https://www.youtube.com/channel/UC5da8mf7_m2eLIlq-GUyxRw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
fastgoodcuisine,1,Paid Partnership,UCKq9JxyISqBHDd-fXfV3QtQ,FastGoodCuisine,@fastgoodcuisine,8770000,1104,FR,https://www.youtube.com/channel/UCKq9JxyISqBHDd-fXfV3QtQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
tonyczh,2,Paid Partnership,UCw_st7odFrm8ZJCpsfEZuYQ,Tonyczh,@tonyczh,7550000,2420,,https://www.youtube.com/channel/UCw_st7odFrm8ZJCpsfEZuYQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
nicocaponecomedy,9,Paid Partnership,UCgrdZm9Nx3rCj8WenIoSIqw,Nicocapone,@nicocaponecomedy,6370000,1249,CH,https://www.youtube.com/channel/UCgrdZm9Nx3rCj8WenIoSIqw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
victordemartrin,8,Paid Partnership,UC995AyG92eh2LDaedXje8mQ,Victor de Martrin,@victordemartrin,4860000,129,,https://www.youtube.com/channel/UC995AyG92eh2LDaedXje8mQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
latelierderoxane,1,Paid Partnership,UC3rxwrZSiTp6Kk2RXcyHtCA,L'atelier de Roxane,@latelierderoxane,4520000,1548,FR,https://www.youtube.com/channel/UC3rxwrZSiTp6Kk2RXcyHtCA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
gotaga,2,Paid Partnership,UCCFqUJYKT97UerMmb6DM0bw,GOTAGA,@gotaga,4430000,2379,FR,https://www.youtube.com/channel/UCCFqUJYKT97UerMmb6DM0bw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
gregguillotin,2,Paid Partnership,UCM1c1okZ-7cPV7BEZ-pzUGg,Greg Guillotin,@gregguillotin,4410000,160,FR,https://www.youtube.com/channel/UCM1c1okZ-7cPV7BEZ-pzUGg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
dior,17,Paid Partnership,UC6xD-jKli-_qIYXDTsNv4dw,Christian Dior,@dior,4200000,1972,FR,https://www.youtube.com/channel/UC6xD-jKli-_qIYXDTsNv4dw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lemondealenversvideo,1,Paid Partnership,UCeqsLJGWhZXEerY5JWvwLkg,Le Monde à L'Envers,@lemondealenversvideo,4010000,212,FR,https://www.youtube.com/channel/UCeqsLJGWhZXEerY5JWvwLkg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
batzair,15,Paid Partnership,UCCU2Tvanl8gLaJ7pYDuIYkg,BATZAIR,@batzair,3930000,1108,FR,https://www.youtube.com/channel/UCCU2Tvanl8gLaJ7pYDuIYkg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
studiobagel,5,Paid Partnership,UCZ8kV8vuMdDLSerCIFfWnFQ,Studio Bagel,@studiobagel,3860000,1114,FR,https://www.youtube.com/channel/UCZ8kV8vuMdDLSerCIFfWnFQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
poissonfecond42,1,Paid Partnership,UC4ii4_aeS8iOFzsHuhJTq2w,Poisson Fécond,@poissonfecond42,3840000,1060,FR,https://www.youtube.com/channel/UC4ii4_aeS8iOFzsHuhJTq2w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
achillemagic,1,Paid Partnership,UCYCunNXa98LfolLBsy8ZXAg,Achille Magic,@achillemagic,3840000,1043,,https://www.youtube.com/channel/UCYCunNXa98LfolLBsy8ZXAg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
enjoyphoenix,8,Paid Partnership,UC99LgIedzGD1GirhFGldfUQ,EnjoyPhoenix - Marie Lopez,@enjoyphoenix,3710000,1138,FR,https://www.youtube.com/channel/UC99LgIedzGD1GirhFGldfUQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
guillaumepley,3,Paid Partnership,UCj8BKFCTH-mqRlYwcmX2xwg,Guillaume Pley,@guillaumepley,3340000,336,FR,https://www.youtube.com/channel/UCj8BKFCTH-mqRlYwcmX2xwg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
weebabyy,2,Paid Partnership,UCceWYhe4JBjuRAVUMebsa1Q,Weebaby,@weebabyy,3310000,1350,,https://www.youtube.com/channel/UCceWYhe4JBjuRAVUMebsa1Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
starfreestyle,2,Paid Partnership,UCwwgI0AzG5Y2lU-C8LiKP2A,Star Freestyle,@starfreestyle,3240000,1094,FR,https://www.youtube.com/channel/UCwwgI0AzG5Y2lU-C8LiKP2A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lenasituations,13,Paid Partnership,UCDkl5M0WVaddTWE4rr2cSeA,Lena Situations,@lenasituations,3210000,530,FR,https://www.youtube.com/channel/UCDkl5M0WVaddTWE4rr2cSeA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
violin_phonix,1,Paid Partnership,UC4YyKY5o60Kckk-GXOnhT2g,Violin Phonix,@violin_phonix,3160000,121,FR,https://www.youtube.com/channel/UC4YyKY5o60Kckk-GXOnhT2g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sananas,7,Paid Partnership,UCVoDMXLU_UNpljm83m-Ds4w,Sananas,@sananas,3010000,1562,FR,https://www.youtube.com/channel/UCVoDMXLU_UNpljm83m-Ds4w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
benoit_chevalier,7,Paid Partnership,UCoBCHzefW1ZGnGCA_r6spdw,Benoit Chevalier,@benoit_chevalier,2910000,2282,,https://www.youtube.com/channel/UCoBCHzefW1ZGnGCA_r6spdw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
leotechmaker,1,Paid Partnership,UCRhyS_ylPQ5GWBl1lK92ftA,Léo - TechMaker,@leotechmaker,2590000,1708,FR,https://www.youtube.com/channel/UCRhyS_ylPQ5GWBl1lK92ftA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
konbini,8,Paid Partnership | Promotional Content,UCHQda5vLxrH0Ff0I0kMq4zw,Konbini,@konbini,2490000,9577,FR,https://www.youtube.com/channel/UCHQda5vLxrH0Ff0I0kMq4zw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
superboumj,15,Paid Partnership,UCIP_mImUesUeVaLsLEzH9zA,SUPERBOUMJ,@superboumj,2480000,558,FR,https://www.youtube.com/channel/UCIP_mImUesUeVaLsLEzH9zA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
anttonracca,2,Paid Partnership,UCxAe6guYq0Q-UBfQrEauF2A,Antton Racca,@anttonracca,2460000,833,FR,https://www.youtube.com/channel/UCxAe6guYq0Q-UBfQrEauF2A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
timvideos,6,Paid Partnership,UCDRWfWahOXidJMscr6M_akg,TIM,@timvideos,2430000,165,FR,https://www.youtube.com/channel/UCDRWfWahOXidJMscr6M_akg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
fabienolicard,1,Paid Partnership,UCTafEJoRl5myC8A50plIrng,FabienOlicard,@fabienolicard,2330000,486,FR,https://www.youtube.com/channel/UCTafEJoRl5myC8A50plIrng,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
gabinouvilla,6,Paid Partnership,UC9BqltoWZk5k7rcWsDcCocw,Gabinouvilla,@gabinouvilla,2300000,307,FR,https://www.youtube.com/channel/UC9BqltoWZk5k7rcWsDcCocw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
noholito,7,Paid Partnership,UCCThUYykrz0TLuPbOVByrcw,Noholito,@noholito,2190000,1115,FR,https://www.youtube.com/channel/UCCThUYykrz0TLuPbOVByrcw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
thedollbeauty,4,Paid Partnership,UCSPUsC1K3KOoqh3XRKzOwQw,TheDollBeauty,@thedollbeauty,2190000,479,FR,https://www.youtube.com/channel/UCSPUsC1K3KOoqh3XRKzOwQw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
booshraoff,5,Paid Partnership,UCUJjGd8fKVtaZ10YGRB36uw,Booshra,@booshraoff,2060000,562,FR,https://www.youtube.com/channel/UCUJjGd8fKVtaZ10YGRB36uw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
canalplussport,1,Paid Partnership,UC8ggH3zU61XO0nMskSQwZdA,CANAL+ Sport,@canalplussport,2050000,33570,FR,https://www.youtube.com/channel/UC8ggH3zU61XO0nMskSQwZdA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
aziatomik,1,Paid Partnership,UCY4B1a66jfFH0p60smEu8eQ,Aziatomik,@aziatomik,2050000,98,,https://www.youtube.com/channel/UCY4B1a66jfFH0p60smEu8eQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lequipe,2,Paid Partnership,UCyIV8rkza5Uk_sJIhqilBvQ,L'ÉQUIPE,@lequipe,2040000,25010,FR,https://www.youtube.com/channel/UCyIV8rkza5Uk_sJIhqilBvQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
jigme,1,Paid Partnership,UCkEa1AfdeB93-he4VziKGFg,JIGMÉ,@jigme,2030000,59,FR,https://www.youtube.com/channel/UCkEa1AfdeB93-he4VziKGFg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
baggydessine,4,Paid Partnership,UCUAkSWVpM3Xzvw_sE1sN4ug,Baggy Dessine ,@baggydessine,2010000,861,,https://www.youtube.com/channel/UCUAkSWVpM3Xzvw_sE1sN4ug,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mishaetalex,6,Paid Partnership,UChocYxNSOmyI53eGUuiECvA,Misha et Alex,@mishaetalex,1940000,1096,FR,https://www.youtube.com/channel/UChocYxNSOmyI53eGUuiECvA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
canalplus,2,Paid Partnership,UCb4UAZwZqS4a35FrBcLlMXA,CANAL+,@canalplus,1760000,9671,FR,https://www.youtube.com/channel/UCb4UAZwZqS4a35FrBcLlMXA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
cuisineolfa,1,Paid Partnership,UCYR3CEHwc5wBGl_jdplhaHQ,Cuisine olfa المطبخ التونسي مع ألفة,@cuisineolfa,1760000,2503,FR,https://www.youtube.com/channel/UCYR3CEHwc5wBGl_jdplhaHQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
studiodanielle,3,Paid Partnership,UC1iLfWw_KN-UrEDLSdd3L_A,Studio Danielle,@studiodanielle,1740000,315,FR,https://www.youtube.com/channel/UC1iLfWw_KN-UrEDLSdd3L_A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lilyslilah,6,Paid Partnership,UCi86W8vBDYYSRABNpzl5i-w,lilyslilah,@lilyslilah,1690000,2043,FR,https://www.youtube.com/channel/UCi86W8vBDYYSRABNpzl5i-w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
brunograffer,1,Paid Partnership,UCYhQTW1f4ROsB68ftCz2W_Q,Brunograffer,@brunograffer,1690000,1739,FR,https://www.youtube.com/channel/UCYhQTW1f4ROsB68ftCz2W_Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
iam_evaqueen,1,Paid Partnership,UC24MMwsO4FR1fnMv1Gr5yKA,Eva,@iam_evaqueen,1670000,65,,https://www.youtube.com/channel/UC24MMwsO4FR1fnMv1Gr5yKA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
choss_le_vrai,2,Paid Partnership,UC0yaN6lChea3u8DECeD8i4A,Choss,@choss_le_vrai,1650000,286,,https://www.youtube.com/channel/UC0yaN6lChea3u8DECeD8i4A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
manbeefamily,22,Promotional Content,UCEymH5aVMh_kO10tFPTF31g,manbee family,@manbeefamily,1630000,1382,,https://www.youtube.com/channel/UCEymH5aVMh_kO10tFPTF31g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
hidayabll,1,Paid Partnership,UC929bl5TeJVi98LqICSJjPQ,hidaya🎀,@hidayabll,1630000,194,FR,https://www.youtube.com/channel/UC929bl5TeJVi98LqICSJjPQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sulivangwed,4,Paid Partnership,UC-FWBPu6Aa4Vi24Ej6Awj6Q,Sulivan Gwed,@sulivangwed,1590000,123,FR,https://www.youtube.com/channel/UC-FWBPu6Aa4Vi24Ej6Awj6Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
timdessaint,5,Paid Partnership,UCfJrdVVcWZMHLC--a4ovLLQ,Tim Dessaint,@timdessaint,1570000,220,GB,https://www.youtube.com/channel/UCfJrdVVcWZMHLC--a4ovLLQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
justezoe,16,Paid Partnership,UCLPSWyuMGlNMM1RK_2EFuIA,Juste Zoé,@justezoe,1560000,718,FR,https://www.youtube.com/channel/UCLPSWyuMGlNMM1RK_2EFuIA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
casquey,1,Paid Partnership,UCnnUozIhtK9k_ubGIo8J3FQ,Casquey,@casquey,1560000,2681,FR,https://www.youtube.com/channel/UCnnUozIhtK9k_ubGIo8J3FQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
boogytoons,1,Paid Partnership,UC2mjGHgbQYCw8zk0yyfB6IA,Boogytoons,@boogytoons,1530000,130,CH,https://www.youtube.com/channel/UC2mjGHgbQYCw8zk0yyfB6IA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
emyltr,3,Paid Partnership,UCuZ6w38DjAZwQj0PlNZT5sQ,Emy LTR,@emyltr,1500000,281,FR,https://www.youtube.com/channel/UCuZ6w38DjAZwQj0PlNZT5sQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
johanpapz,18,Paid Partnership,UCaNbR_-YuhhqVm6OQk_TPbg,JohanPapz,@johanpapz,1480000,155,,https://www.youtube.com/channel/UCaNbR_-YuhhqVm6OQk_TPbg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mlle_fantazia,20,Paid Partnership | Promotional Content,UCp1jcVKx9CY8qDjWZaTRazQ,Mlle Fantazia,@mlle_fantazia,1380000,403,FR,https://www.youtube.com/channel/UCp1jcVKx9CY8qDjWZaTRazQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
monsieurpof,4,Paid Partnership,UCNlqdJGKLYenAMNY4nevW-Q,Monsieur Pof,@monsieurpof,1340000,543,,https://www.youtube.com/channel/UCNlqdJGKLYenAMNY4nevW-Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
tsukuytb,2,Paid Partnership,UCWW5gLVZ1kQcAjuefKDXkHA,TSUKU,@tsukuytb,1330000,202,,https://www.youtube.com/channel/UCWW5gLVZ1kQcAjuefKDXkHA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
resfeezy,1,Paid Partnership,UCQ9XKJw4IpmhMv4sg8izL9g,Resfeezy,@resfeezy,1310000,509,,https://www.youtube.com/channel/UCQ9XKJw4IpmhMv4sg8izL9g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
cyrilschr,4,Paid Partnership,UC_-9Hi56JFs0fdUNVz2OlrQ,Cyril Schreiner,@cyrilschr,1300000,1730,FR,https://www.youtube.com/channel/UC_-9Hi56JFs0fdUNVz2OlrQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sundyjules,8,Paid Partnership,UCylUZ30a2U2t_dv4QXex9Hw,Sundy Jules,@sundyjules,1280000,128,FR,https://www.youtube.com/channel/UCylUZ30a2U2t_dv4QXex9Hw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
leonardberducat,3,Paid Partnership,UCWfxFVx8PSo6PejtcOR_69g,Léonard,@leonardberducat,1280000,187,FR,https://www.youtube.com/channel/UCWfxFVx8PSo6PejtcOR_69g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
tristandefeuilletvang,1,Paid Partnership,UCTAqiGK5Sjjb1IRDGYB04Zg,Tristan,@tristandefeuilletvang,1280000,472,FR,https://www.youtube.com/channel/UCTAqiGK5Sjjb1IRDGYB04Zg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
avre_fr,10,Paid Partnership,UC4M0_pdWJeWRrHigdXOJ0AQ,AVRE (Explore Media),@avre_fr,1260000,1260,FR,https://www.youtube.com/channel/UC4M0_pdWJeWRrHigdXOJ0AQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lilbronn,3,Paid Partnership,UCmUp_cioYSShXyP-TwDia4w,lilbronn,@lilbronn,1250000,839,FR,https://www.youtube.com/channel/UCmUp_cioYSShXyP-TwDia4w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
guillaume_genou,7,Paid Partnership,UCwG2muK9xT_HFK7xC6n-PIw,Guillaume Genou,@guillaume_genou,1220000,365,FR,https://www.youtube.com/channel/UCwG2muK9xT_HFK7xC6n-PIw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
bisskittv,1,Paid Partnership,UCjlYCHYGezyJFWjFWVa8wmQ,BissKit,@bisskittv,1200000,214,FR,https://www.youtube.com/channel/UCjlYCHYGezyJFWjFWVa8wmQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
heavencakeemilie,1,Paid Partnership,UCyt3bA8VNvYjfzFUTH8y-IQ,HEAVEN CAKE,@heavencakeemilie,1190000,509,FR,https://www.youtube.com/channel/UCyt3bA8VNvYjfzFUTH8y-IQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
janelledltr,2,Paid Partnership,UCObjT6_9D0vIOAfVEhEbLlw,janelle dltr,@janelledltr,1180000,85,FR,https://www.youtube.com/channel/UCObjT6_9D0vIOAfVEhEbLlw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
enzotaistoi,6,Paid Partnership,UCjynpGEfMTP0kSDtuqtutzw,Enzo,@enzotaistoi,1170000,66,FR,https://www.youtube.com/channel/UCjynpGEfMTP0kSDtuqtutzw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
kyoshisad,3,Paid Partnership,UCVACI9YLZrnmAeiY3bDWuow,Kyoshi Sad,@kyoshisad,1170000,467,FR,https://www.youtube.com/channel/UCVACI9YLZrnmAeiY3bDWuow,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
6ar8o,6,Paid Partnership,UCMfbu4wn1sZHyNtc6HA-FQQ,6ar8o طارق الحربي,@6ar8o,1160000,89,SA,https://www.youtube.com/channel/UCMfbu4wn1sZHyNtc6HA-FQQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
deujna,3,Paid Partnership,UC_-SOmwHkEBeTsV9sWJoOZA,Deujna,@deujna,1160000,404,FR,https://www.youtube.com/channel/UC_-SOmwHkEBeTsV9sWJoOZA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
maximeclick,1,Paid Partnership,UCxxSRzlXMLeaDTUx5rqfEcA,Maxime Click,@maximeclick,1150000,495,FR,https://www.youtube.com/channel/UCxxSRzlXMLeaDTUx5rqfEcA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
thestanlley1,5,Paid Partnership,UClosSmlA4H_jAzkt2bIbX_A,THESTANLLEY,@thestanlley1,1120000,544,FR,https://www.youtube.com/channel/UClosSmlA4H_jAzkt2bIbX_A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
cleanyourhomee,3,Paid Partnership,UCmI6DpG7BgY6XJBWQlB-9nQ,Cleanyourhome,@cleanyourhomee,1120000,207,FR,https://www.youtube.com/channel/UCmI6DpG7BgY6XJBWQlB-9nQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
vanukee,2,Paid Partnership,UC86JBlyA99rDdG278wYQa7Q,Vanukee ASMR,@vanukee,1100000,1058,FR,https://www.youtube.com/channel/UC86JBlyA99rDdG278wYQa7Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
bromancehbtv,1,Promotional Content,UCETdrz2wu_O16alCCKeoYpA,برومنس HBTV ,@bromancehbtv,1100000,2761,US,https://www.youtube.com/channel/UCETdrz2wu_O16alCCKeoYpA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
noemieetrudy,3,Paid Partnership,UCBrlo2zYOrTSoAvZA7dPzAQ,Noemie & rudy,@noemieetrudy,1090000,1040,FR,https://www.youtube.com/channel/UCBrlo2zYOrTSoAvZA7dPzAQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
imsolal,2,Paid Partnership,UCLR_LMyVCDOqxeaZRQacNIg,ImSolal,@imsolal,1090000,409,,https://www.youtube.com/channel/UCLR_LMyVCDOqxeaZRQacNIg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
kenzablkn,20,Paid Partnership,UCp3j3y8gDlmmjq0YGmPEbiw,kenzablkn,@kenzablkn,1080000,492,,https://www.youtube.com/channel/UCp3j3y8gDlmmjq0YGmPEbiw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
aurelienfontenoy,1,Paid Partnership,UCxk40phOT_qZ_t0JFc3e94w,Aurelien Fontenoy,@aurelienfontenoy,1080000,803,FR,https://www.youtube.com/channel/UCxk40phOT_qZ_t0JFc3e94w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
romainlanery,1,Paid Partnership,UCchpwieM3DswmDEnJ0MRq1A,Romain Lanéry,@romainlanery,1060000,1885,FR,https://www.youtube.com/channel/UCchpwieM3DswmDEnJ0MRq1A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
daniclos,1,Paid Partnership,UCigXhxKUIQr9_xJPIHArPiw,Dani Clos,@daniclos,1050000,1051,US,https://www.youtube.com/channel/UCigXhxKUIQr9_xJPIHArPiw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
olivierhude,1,Paid Partnership,UC12AWkJ1LDdpSemM-ZPLmWw,Olivier hude,@olivierhude,1020000,1494,FR,https://www.youtube.com/channel/UC12AWkJ1LDdpSemM-ZPLmWw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
jinskow,4,Paid Partnership,UCirDOxJcfBh9tXznXVCtYtg,Jinskow,@jinskow,1010000,1670,FR,https://www.youtube.com/channel/UCirDOxJcfBh9tXznXVCtYtg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
zerator,1,Paid Partnership,UCZ_oIYI9ZNpOfWbpZxWNuRQ,ZeratoR,@zerator,986000,8883,FR,https://www.youtube.com/channel/UCZ_oIYI9ZNpOfWbpZxWNuRQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
nourhene,8,Paid Partnership,UCejhMO-djiqAeLMIlsH04lg,Nourhène,@nourhene,975000,359,FR,https://www.youtube.com/channel/UCejhMO-djiqAeLMIlsH04lg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
chi.lochii,3,Paid Partnership,UC9p4xo6kdsN_3G-N5PAnF4A,CHILO,@chi.lochii,975000,546,,https://www.youtube.com/channel/UC9p4xo6kdsN_3G-N5PAnF4A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
zacknani,1,Paid Partnership,UCSJxne19pJyW7l7HjHM-LRg,ZACK,@zacknani,975000,1824,FR,https://www.youtube.com/channel/UCSJxne19pJyW7l7HjHM-LRg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lacompagnieoff,1,Paid Partnership,UC5zjXxowFve801IdJKYQ7eA,La Compagnie,@lacompagnieoff,968000,237,FR,https://www.youtube.com/channel/UC5zjXxowFve801IdJKYQ7eA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
fililala,2,Paid Partnership,UCnd86Tg9xm4wU3X93MUymnQ,Fililala,@fililala,948000,232,FR,https://www.youtube.com/channel/UCnd86Tg9xm4wU3X93MUymnQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
familleenxl,4,Paid Partnership,UCJsxCFwSEejhVQH644dTvTQ,familleenxl,@familleenxl,935000,420,FR,https://www.youtube.com/channel/UCJsxCFwSEejhVQH644dTvTQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
levendeurautomobiles,2,Paid Partnership,UCd4dFH3mGM82iqsNtUz-Srw,Le Vendeur Automobiles,@levendeurautomobiles,899000,937,FR,https://www.youtube.com/channel/UCd4dFH3mGM82iqsNtUz-Srw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mllexchloe,1,Paid Partnership,UCzivjQrmkTJZtgiNcjLuRdg,Mllex Chloé,@mllexchloe,887000,299,FR,https://www.youtube.com/channel/UCzivjQrmkTJZtgiNcjLuRdg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
waythes,7,Paid Partnership,UCZXHpM09VODqx1xview2KSA,Waythes,@waythes,885000,274,,https://www.youtube.com/channel/UCZXHpM09VODqx1xview2KSA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
dindin.inparis,1,Paid Partnership,UCgZqDs3MpZkows0VQQ8inSg,dindin.inparis ,@dindin.inparis,874000,230,,https://www.youtube.com/channel/UCgZqDs3MpZkows0VQQ8inSg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
leopoldlemarchand,1,Paid Partnership,UCGfys_ojj4e-oN0adNX6siw,Léopold,@leopoldlemarchand,865000,71,FR,https://www.youtube.com/channel/UCGfys_ojj4e-oN0adNX6siw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
poopiblh,28,Paid Partnership,UCRG4Whu2YYvCZos7Aa6E5Mw,Poopi blh,@poopiblh,860000,1589,FR,https://www.youtube.com/channel/UCRG4Whu2YYvCZos7Aa6E5Mw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
colinesicre,5,Paid Partnership,UCCgc4jdQMuwCEV8yfeHSt8Q,Coline Sicre,@colinesicre,855000,229,FR,https://www.youtube.com/channel/UCCgc4jdQMuwCEV8yfeHSt8Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
arnopadawan,2,Paid Partnership,UCk9cPnPGGIcr_iciy1E5NhQ,Arno Padawan,@arnopadawan,854000,3840,FR,https://www.youtube.com/channel/UCk9cPnPGGIcr_iciy1E5NhQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
run.cyrille,2,Paid Partnership,UCcRc0xRxOuuXsI2jAQ9CWoQ,Yes Cyrille,@run.cyrille,850000,517,FR,https://www.youtube.com/channel/UCcRc0xRxOuuXsI2jAQ9CWoQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
